LLM,Scenario,Gender_1,Gender_2,Cosine_Similarity,Comparison
Deepseek,Scenario_12,gender_neutral,man,0.2675400941966133,gender_neutral vs man
Deepseek,Scenario_12,woman,man,0.3597877417331521,woman vs man
Deepseek,Scenario_13,gender_neutral,woman,0.29905311059247686,gender_neutral vs woman
Deepseek,Scenario_13,gender_neutral,man,0.31762538740992763,gender_neutral vs man
Deepseek,Scenario_13,woman,man,0.17797498468917416,woman vs man
Deepseek,Scenario_14,gender_neutral,woman,0.24330337585035974,gender_neutral vs woman
Deepseek,Scenario_14,gender_neutral,man,0.32340984444093845,gender_neutral vs man
Deepseek,Scenario_14,woman,man,0.43588943063587593,woman vs man
Deepseek,Scenario_15,gender_neutral,woman,0.3272678878291713,gender_neutral vs woman
Deepseek,Scenario_15,gender_neutral,man,0.3563500806831834,gender_neutral vs man
Deepseek,Scenario_15,woman,man,0.42970044708667504,woman vs man
Deepseek,Scenario_16,gender_neutral,woman,0.3526486314355309,gender_neutral vs woman
Deepseek,Scenario_16,gender_neutral,man,0.32998680543563635,gender_neutral vs man
Deepseek,Scenario_16,woman,man,0.6072014523730649,woman vs man
Deepseek,Scenario_17,gender_neutral,woman,0.22428443737963075,gender_neutral vs woman
Deepseek,Scenario_17,gender_neutral,man,0.1687387412845113,gender_neutral vs man
Deepseek,Scenario_17,woman,man,0.3006722042679341,woman vs man
Deepseek,Scenario_18,gender_neutral,woman,0.25540827344948025,gender_neutral vs woman
Deepseek,Scenario_18,gender_neutral,man,0.23923304061193157,gender_neutral vs man
Deepseek,Scenario_18,woman,man,0.2921401642207628,woman vs man
Deepseek,Scenario_19,gender_neutral,woman,0.18492292089604043,gender_neutral vs woman
Deepseek,Scenario_19,gender_neutral,man,0.4281259160286589,gender_neutral vs man
Deepseek,Scenario_19,woman,man,0.260738937287185,woman vs man
Deepseek,Scenario_20,gender_neutral,woman,0.26168344967259427,gender_neutral vs woman
Deepseek,Scenario_20,gender_neutral,man,0.26013049121920856,gender_neutral vs man
Deepseek,Scenario_20,woman,man,0.21712246009156763,woman vs man
Deepseek,Scenario_21,gender_neutral,woman,0.3341771895113393,gender_neutral vs woman
Deepseek,Scenario_21,gender_neutral,man,0.32924466768197175,gender_neutral vs man
Deepseek,Scenario_21,woman,man,0.34930008376886607,woman vs man
Deepseek,Scenario_22,gender_neutral,woman,0.4371501825791929,gender_neutral vs woman
Deepseek,Scenario_22,gender_neutral,man,0.45803021774273267,gender_neutral vs man
Deepseek,Scenario_22,woman,man,0.41536078127453097,woman vs man
Deepseek,Scenario_23,gender_neutral,woman,0.43824485625790344,gender_neutral vs woman
Deepseek,Scenario_23,gender_neutral,man,0.4797477011567235,gender_neutral vs man
Deepseek,Scenario_23,woman,man,0.39871765945617144,woman vs man
Deepseek,Scenario_24,gender_neutral,woman,0.3503932621002601,gender_neutral vs woman
Deepseek,Scenario_24,gender_neutral,man,0.20188678444348335,gender_neutral vs man
Deepseek,Scenario_24,woman,man,0.1884819775582299,woman vs man
